titre,entreprise,description,localisation,date_publication,date_limite,nombre_postes,niveau_experience,niveau_etudes_requis,competences_cles,contrat_propose,teletravail,lien
Chargé d'Affaires Entreprises,Bank Of Africa,Parmi vos principales missions sont : •Développer la valeur des clients de son portefeuille par des actions de prospection ciblées; •Encadrer le chargé de comptes ; •Veiller au suivi de la satisfaction...,Tout le Maroc (Maroc),,,,De 3 à 5 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-charge-daffaires-entreprises-recrutement-bank-of-africa-tout-le-maroc-167655.html
Chargé de Comptes Entreprises (H/F),Bank Of Africa,Vos principales missions seront: Assurer le montage et le suivi des dossiers de crédit. Participer avec le Chargé d’Affaires Entreprises au développement du portefeuille clients et prospects en maîtrisant les...,Marrakech et régions (Maroc),16.01.2025,16.03.2025,Postes proposés: 100,Moins de 1 an,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-charge-de-comptes-entreprises-hf-recrutement-bank-of-africa-marrakech-et-regions-167720.html
Chargé d'Appui Commercial - Oujda et Régions,Bank Of Africa,"Rattaché au Directeur d'agence, vous êtes en charge de : Traiter et assurer la bonne exécution des opérations de guichet, Proposer et informer le client sur l'offre produits et assurer la vente et la...",Oujda (Maroc),,,,Débutant,Bac +2,"['Commercial ', ' Vente ', ' Export']",Autre,Non,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---oujda-et-regions-recrutement-bank-of-africa-oujda-167230.html
Chargé d'Appui Commercial,Bank Of Africa,"Rattaché au Directeur d'agence, vous êtes en charge de : Traiter et assurer la bonne exécution des opérations de guichet, Proposer et informer le client sur l'offre produits et assurer la vente et la...",Rabat et région (Maroc),,,,Débutant,Bac +2,"['Commercial ', ' Vente ', ' Export']",Autre,Non,https://www.rekrute.com/offre-emploi-charge-dappui-commercial-recrutement-bank-of-africa-rabat-et-region-167652.html
Ingénieur de Maintenance Technique,,Mission du poste :  Maintenance préventive et corrective des équipements et machines au niveau de l’usine ; Organiser la maintenance préventive suivant un plan prédéfini en consultation avec la...,Casablanca (Maroc),16.01.2025,16.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-de-maintenance-technique-recrutement-confidentiel-casablanca-167719.html
Chargé HSE -RSE,Crossing SA,"Rattaché(e) à la DIRECTION DES OPERATIONS , vous aurez pour principales missions : Elaborer et mettre en place les politiques et procédures rattachées à l’HSE et RSE Veiller à la...",Casablanca (Maroc),16.01.2025,16.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-charge-hse--rse-recrutement-crossing-sa-casablanca-167718.html
Conseiller Technique de Vente en climatisation (H/F),Maroc Climate and Security (MCS) - Carrier,"Dans le cadre de notre développement, nous recrutons des Conseillers technique de vente en climatisation  : Suivre l’avancement des dossiers ; Chiffrage et sélection des dossiers techniques ; Etre l’interlocuteur...",Casablanca (Maroc),16.01.2025,26.01.2025,Postes proposés: 3,Moins de 1 an,Bac +3,"['Gestion projet ', ' Etudes ', ' R&D']",CDI,Non,https://www.rekrute.com/offre-emploi-conseiller-technique-de-vente-en-climatisation-hf-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-166567.html
Manager de Rayon Traiteur (Chef cuisinier) - Expérience Exigée en Distribution ou Restauration Collective,Groupe Label'Vie - Carrefour,"Assurer une bonne gestion du rayon, Atteindre les objectifs, marges, stocks, productivité, casse et taux de ruptures, Établir les plannings hebdomadaires, Organiser le travail de votre équipe et assurer son...",Béni Mellal (Maroc),16.01.2025,16.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +2,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-manager-de-rayon-traiteur-chef-cuisinier---experience-exigee-en-distribution-ou-restauration-collective-recrutement-groupe-labelvie---carrefour-beni-mellal-167717.html
Conseiller Commercial Porsche (H/F),CAC (Centrale Automobile Chérifienne),"Mission principale: Endosser des fonctions d’ambassadeur de la marque, assister et conseiller les prospects et les clients tout au long du processus de vente et assurer le suivi satisfaction client. Tâches: Développer un...",Casablanca (Maroc),16.01.2025,16.02.2025,Postes proposés: 2,De 3 à 5 ans,Bac +5 et plus,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-conseiller-commercial-porsche-hf-recrutement-cac-centrale-automobile-cherifienne-casablanca-167006.html
Contrôleur(se) de gestion,Stay Here,"Stay Here, chaîne hôtelière, recherche un Contrôleur de Gestion (H/F) motivé et talentueux pour rejoindre notre équipe sur Rabat Profil recherché : Formation Bac+5 en gestion, finance, comptabilité,...",Rabat et périphérie (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-controleurse-de-gestion-recrutement-stay-here-rabat-et-peripherie-167716.html
ExeKutive Directeur RH ( Head of people & culture),Stay Here,"Développer une culture d’entreprise forte et un environnement de travail motivant. Mettre en place des stratégies de gestion des talents : recrutement, formation, rétention. Assurer la conformité avec les...",Rabat et périphérie (Maroc),15.01.2025,15.04.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,['Direction des Ressources Humaines'],CDI,Non,https://www.rekrute.com/offre-emploi-directeur-rh-head-of-people-culture-recrutement-stay-here-rabat-et-peripherie-167715.html
Chef de Projet AMOA,Bank Al Yousr,"Bank AL YOUSR renforce davantage son équipe organisation et recrute un chef de projet AMOA. Responsabilités : Assister les chefs de projet seniors dans la planification, le suivi et la coordination des activités liées au...",Casablanca (Maroc),15.01.2025,19.01.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-chef-de-projet-amoa-recrutement-bank-al-yousr-casablanca-164784.html
Gestionnaire Services Généraux Sénior,Bank Al Yousr,"En tant que Gestionnaire services généraux Senior, vous serez responsable de la gestion et de l'optimisation de nos infrastructures et services au sein de nos agences et sièges. Vos principales missions incluront :mo •...",Casablanca (Maroc),15.01.2025,24.02.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Assistanat de Direction ', ' Services Généraux']",CDI,Non,https://www.rekrute.com/offre-emploi-gestionnaire-services-generaux-senior-recrutement-bank-al-yousr-casablanca-165402.html
Agent Commercial H/F,Bank Al Yousr,"Pour le développement de notre réseau d’agences à Oujda, nous recrutons un Agent commercial ( H/ F) ",Rabat (Maroc),15.01.2025,18.02.2025,Postes proposés: 1,Moins de 1 an,Bac +3,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-agent-commercial-hf-recrutement-bank-al-yousr-rabat-167105.html
Conseiller Commercial (H/F),Bank Al Yousr,"Pour le développement de notre réseau d’agences à MOHAMMEDIA , nous recrutons un/ une Conseiller(ère) De Clientèle. Missions principales : Accueil et conseil : Accueillir les clients, les écouter et...",Mohammédia (Maroc),15.01.2025,18.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-conseiller-commercial-hf-recrutement-bank-al-yousr-mohammedia-167096.html
Chargé de Développement RH Senior,Bank Al Yousr,"• Superviser et coordonner les recrutements, de la définition des besoins à l’intégration des nouveaux collaborateurs • Accompagner et conseiller les managers sur l’ensemble des processus RH : gestion de la...",Casablanca (Maroc),15.01.2025,18.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-charge-de-developpement-rh-senior-recrutement-bank-al-yousr-casablanca-167093.html
Chef de Projet SI,Bank Al Yousr,"• Assurer le pilotage et le suivi des projets (charges, délais, périmètre, qualité des livrables,…) • Gérer la relation avec les différents acteurs du projet internes et externes • Traduire...",Casablanca (Maroc),15.01.2025,18.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-chef-de-projet-si-recrutement-bank-al-yousr-casablanca-167094.html
Auditeur Interne Senior,Bank Al Yousr,"• Elaborer, planifier et mettre en œuvre le plan annuel d’audit ; • Réaliser des missions d’audit interne dans les différentes entités de la banque. ; • Identifier et évaluer les risques...",Casablanca (Maroc),15.01.2025,18.02.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-auditeur-interne-senior-recrutement-bank-al-yousr-casablanca-167091.html
Contrôleur de Gestion,Bank Al Yousr,"Dans le secteur de la Banque / Finance, notre entreprise basée à Casablanca recherche son Contrôleur de Gestion H/F pour rejoindre notre équipe dynamique et innovante. Vous serez en charge de contribuer activement à la...",Casablanca (Maroc),15.01.2025,25.01.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-controleur-de-gestion-recrutement-bank-al-yousr-casablanca-166515.html
Automaticien,Akkodis Maroc,Réalisez la programmation des automates programmables; Assurer l’archivage et la sauvegarde des programmes des machines; Assurer la disponibilité et la fiabilité des équipements et outils de...,Casablanca (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +2,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-automaticien-recrutement-akkodis-maroc-casablanca-167714.html
Chargé de restauration collective,Attijariwafa bank,"Rattaché au Service Relations Sociales et Bien être au Travail, vous serez en charge d'assurer le bon déroulement des prestations du restaurant collectif et veiller au respect du contrat par le prestataire du service. A ce titre,...",Casablanca (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Gestion ', ' Comptabilité ', ' Finance']",Autre,Non,https://www.rekrute.com/offre-emploi-charge-de-restauration-collective-recrutement-attijariwafa-bank-casablanca-167713.html
Contrôleur de gestion (Niveau intermédiaire),Cnexia,Journaliser toutes les écritures financières dans le système de planification des ressources de l’entreprise pour les activités de clôture de fin de mois. Fournir l’approbation financière des bons...,Rabat (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-controleur-de-gestion-niveau-intermediaire-recrutement-cnexia-rabat-167712.html
HR TRAINER,"Aeolon Technology co.,Ltd","Join AEOLON as an HR Trainer , Shape the Future of Our Workforce Lead the development, execution, and monitoring of monthly training plans across all departments to ensure alignment with company objectives. Collaborate with managers to identify training...",Nador (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['RH ', ' Personnel ', ' Formation']",Autre,Non,https://www.rekrute.com/offre-emploi-hr-trainer-recrutement-aeolon-technology-co.ltd-nador-167711.html
Assistante Import-Export,Best Water Technology Maroc,Coordonner et gérer les opérations d'importation et d'exportation. Assurer le suivi des commandes et des expéditions internationales. Préparer et vérifier les documents douaniers et de transport. Gérer les...,Mohammédia (Maroc),15.01.2025,02.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +2,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-assistante-import-export-recrutement-best-water-technology-maroc-mohammedia-166683.html
Stagiaire en Recrutement IT et Sourcing,Excel Management Conseil,Ce stage est une opportunité unique pour développer vos compétences en gestion des talents et découvrir les coulisses du recrutement dans un environnement professionnel. Votre mission sera de :  Identifier et qualifier...,Rabat (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,Moins de 1 an,Bac +4,"['Informatique ', ' Electronique']",Stage,Non,https://www.rekrute.com/offre-emploi-stagiaire-en-recrutement-it-et-sourcing-recrutement-excel-management-conseil-rabat-167710.html
"Candidature Spontanée : Ingénieurs en Génie Mécanique, Génie des Procédés et Génie Electrique",Ciments du Maroc,"Nous recherchons des ingénieurs spécialisés en génie mécanique, en génie des procédés et en génie électrique, pour rejoindre notre équipe. En tant que futurs managers, vous serez...","Agadir, Safi et Marrakech (Maroc)",15.01.2025,15.03.2025,Postes proposés: 10,Débutant,Bac +5 et plus,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-candidature-spontanee-ingenieurs-en-genie-mecanique-genie-des-procedes-et-genie-electrique-recrutement-ciments-du-maroc-agadir-safi-et-marrakech-167586.html
Chargée de recrutement expérimentée,Manpower Agences,"Nous recrutons pour notre propre compte une chargée de recrutement expérimentée en contrat CDI sur Casablanca. Missions principales : - Rédaction et publication des annonces, - Recherche de profils sur les CVthèques et...",Casablanca (Maroc),15.01.2025,15.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['RH ', ' Personnel ', ' Formation']",CDI,Non,https://www.rekrute.com/offre-emploi-chargee-de-recrutement-experimentee-recrutement-manpower-agences-casablanca-167709.html
Acheteur OPEX,Sonasid,Vos responsabilités en tant qu'Acheteur OPEX seront variées et stimulantes. Négociation des contrats et des conditions d'achat avec les fournisseurs. Analyse des besoins des différents services et...,Casablanca (Maroc),15.01.2025,16.02.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-acheteur-opex-recrutement-sonasid-casablanca-167001.html
Admin Legal business Associate,PwC,Ce que vous pouvez attendre de nous : Vos missions seront les suivantes :  Vous travaillez sur plusieurs missions au sein d’une équipe en lien avec le client.  Vous analysez les données et documentations des clients...,CASABLANCA (Maroc),15.01.2025,23.02.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['Avocat ', ' Juriste ', ' Fiscaliste']",CDI,Non,https://www.rekrute.com/offre-emploi-admin-legal-business-associate-recrutement-pwc-casablanca-167201.html
